23	15	-0.002	-8	31	0.004
31	21	0.001	82	90	0.012
14	15	0.002	-37	-15	0.002
36	7	-0.001	10	5	0.014
23	5	-0.001	-6	34	0.014
16	54	0.017	5	96	0.039
5	39	-0.005	23	33	-0.004
16	-43	-0.007	-41	-35	0.016
-23	-35	-0.011	-9	-66	-0.017
20	24	0.019	-31	11	0.059
-7	24	-0.011	31	46	-0.011
-2	21	0.026	-50	45	0.017
-20	31	-0.005	11	24	-0.004
20	21	0.025	-28	-3	0.047
-15	14	-0.008	14	11	-0.028
21	9	0.026	-48	-11	0.022
-9	16	-0.006	46	45	0.007
15	51	0.014	-17	2	0.044
9	13	-0.006	51	13	0.009
92	-37	0.025	51	-54	0.042
124	-29	-0.030	133	-19	-0.016
20	45	0.014	-7	-6	0.017
-3	4	-0.013	22	-6	0.022
37	9	0.030	21	3	0.006
-19	8	-0.001	-16	-14	0.026
37	-29	0.029	-5	-129	0.035
-12	7	-0.004	28	14	0.006
25	17	0.001	-28	56	-0.008
22	18	-0.010	53	40	0.000
49	12	0.006	2	-41	0.001
-37.0	1.0	0.001	-46.0	33.0	0.016
-13.0	20.0	0.008	-8.0	48.0	0.002
-16.6	-52.5	0.002	0.0	-12.9	0.005
-17.9	15.9	0.000	-14.3	-2.0	0.002
25.4	42.2	-0.007	-28.2	40.1	0.003
-14.8	-14.3	-0.001	6.3	-16.4	0.003
65.6	42.7	-0.003	18.1	48.9	0.013
79.7	83.7	-0.002	95.8	56.1	0.006
163.2	15.7	-0.002	112.7	36.4	-0.003
-35.5	6.7	0.005	-6.2	-14.6	0.003
53.6	55.3	0.007	4.4	45.1	0.001
-42.7	4.7	0.000	-15.6	1.7	0.001
29.3	68.3	-0.001	-0.6	61.5	0.001
2.5	-9.6	0.000	27.6	-29.6	0.006
19.4	21.1	-0.002	-18.0	8.2	0.018
-32.0	14.5	-0.001	-23.4	4.0	0.004
-35.7	-23.0	0.042	-48.0	-3.7	-0.016
53.3	23.5	0.012	5.6	49.9	0.007
-81.9	8.1	0.000	-45.4	-15.4	0.002
-8.1	-4.6	0.003	-4.7	-49.0	0.034
36.6	15.6	0.023	-12.6	26.4	-0.004
-17.4	-1.2	0.008	-8.6	-30.5	-0.028
-11.6	30.2	0.012	-46.3	-3.3	-0.020
-12.7	5.5	0.005	0.8	-72.8	-0.037
-15.3	34.7	0.1258	-3.7	-9.0	0.0235
-13.1	44.5	0.0029	-16.3	8.9	0.022
-14.5	-65.1	0.0085	35.4	-61.2	-0.0541
-25.5	-87.7	-0.0131	25.1	-56.7	0.0447
-13.2	25.4	0.0183	19.4	-2.6	0.0319
-20.7	16.1	-0.0318	-1.5	-45.2	0.0204
-29.0	0.0	-0.0021	-19.2	-7.8	0.0022
59.0	39.4	0.0025	18.1	44.9	0.0092
-17.0	-40.0	0.0009	-3.6	-14.6	0.0026
43.9	-6.3	0.0020	1.8	17.4	-0.0063
-33.6	-18.0	0.0066	-13.0	-31.3	0.0060
33.3	19.7	-0.0041	4.4	39.2	-0.0080
-108.4	-1.1	0.0088	-102.5	-39.3	0.0132
-109.1	-14.0	0.0043	-107.9	-21.5	0.0051
45.8	-45.0	-0.0743	5.7	-66.9	0.0034
57.4	-28.3	-0.0318	20.9	-70.7	0.0196
145.0	-17.5	0.0604	182.7	-7.4	0.0147
93.7	31.8	-0.0030	98.5	15.6	0.0063
-12.7	20.5	0.0042	12.5	19.1	0.0043
-25.295	2.340	-0.0003	12.955	-18.833	0.0147
13.8	39.7	-0.0074	-22.5	32.9	0.0108
-1.7	18.6	-0.0030	-25.7	51.0	0.0017
6.0	-6.3	0.0086	-27.7	-24.8	0.0252
-46.5	-20.2	0.0013	-1.0	-44.1	0.0021
15.7	25.9	-0.0025	-9.4	35.3	0.0019
-0.7	16.0	-0.0025	-17.1	51.1	0.0154
38.9	13.0	0.0104	32.9	-2.1	0.0013
4	42	-0.010	20	25	-0.004
5	32	-0.014	44	15	-0.038
-20	30	-0.014	-20	20	0.021
5	31	-0.017	7	-4	-0.012
15	30	-0.021	2	-26	-0.022
15	38	-0.028	-27	-1	0.032
55	53	0.010	-31	-77	0.030
-14	96	0.001	-74	-47	0.030
141	3	0.009	-112	10	0.020
-26	69	0.016	-35	-87	0.009
116	64	0.050	-77	-80	0.020
-45	74	0.005	23	-60	0.010
104	45	0.020	-41	-91	0.009
89	101	0.004	30	-121	0.010
133	47	0.030	-85	-64	0.020
-36	39	0.005	5	-13	0.020
48	-2	0.010	2	-4	0.010
55	-42	0.010	-7	39	0.030
103	-102	0.110	95	-111	0.140
67	15	0.040	126	59	0.040
148	-47	0.050	145	-57	0.130
-18	-102	0.030	-14	-73	0.100
28	-36	0.010	50	17	0.030
-114	-125	0.040	-43	-148	0.080
3	3	0.110	16	30	0.190
1	-88	0.130	-110	-134	0.100
-12	-733	0.083	58	15	0.110
5	-27	-0.010	311	-32	0.050
31	-41	0.002	286	-44	0.040
44	35	0.023	112	-84	0.060
28	-6	0.032	19	-179	-0.020
6	-29	0.074	-51	-3	0.050
-11	-125	0.020	-208	97	0.075
30	42	0.002	-24	-35	0.017
50	16	0.002	-4	51	0.050
-33	-12	-0.013	19	31	0.021
-35	-24	-0.015	0.6	1	0.075
-14	-11	-0.013	32	0.1	-0.013
-26	-18	-0.015	23	14	-0.014
-20	0.3	-0.005	0.3	0.1	-0.006
34	16	-0.002	20	33	-0.001
-8	11	0.000	0.6	17	-0.019
24	0.9	0.002	17	22	-0.006
-16	0.1	0.000	-21	67	-0.046
18	9	-0.005	0.8	-31	-0.053
22	-1	0.003	-5	-1	0.004
10	4	-0.001	0	-14	0.011
-11	5	0.005	-95	58	-0.006
18	29	0.006	-73	49	0.010
-20	-23	-0.009	-32	64	0.036
-29	-13	-0.007	-40	3	0.010
-36	12	0.002	-35	2	-0.012
-16	14	0.003	-44	-12	-0.020
-28	-18	0.007	-84	-41	0.008
-11	-11	0.004	-38	-12	0.018
-38	4	-0.003	-102	-41	-0.016
14	-16	0.040	-29	823	0.245
2	2	0.001	61	-36	-0.041
-7	-4	-0.007	-65	-48	-0.012
14	-6	-0.003	76	-86	0.005
-37	23	-0.056	-53	-64	0.024
13	-14	-0.005	40	-86	0.031
-7	-3	-0.004	-9	-31	-0.023
5	-22	0.000	30	-24	0.023
12	7	-0.003	30	-24	-0.002
10	-12	0.000	15	-46	0.051
-7	12	-0.003	-9	-26	-0.029
2	-4	-0.002	-19	-54	0.000
1	-17	0.029	-7	-58	-0.004
-1	-1	-0.003	42	-24	-0.030
-14	2	-0.004	-11	10	0.005
-23	-10	-0.0006	-39	-30	-0.062
